2026-05-14 13:12:44 | INFO | execution_id=042f3974-4540-4cbe-a524-5fb822e59989 | Starting dimensional data pipeline for start_date=1996-01-01 and end_date=1998-12-31
2026-05-14 13:17:17 | INFO | execution_id=5c5a39d3-0f9d-4281-a41b-51a08ddd9ccf | Starting task=create_dimensional_tables
2026-05-14 13:17:18 | INFO | execution_id=5c5a39d3-0f9d-4281-a41b-51a08ddd9ccf | Finished task=create_dimensional_tables with result={'success': True, 'task': 'create_dimensional_tables', 'error': None}
2026-05-14 13:17:18 | INFO | execution_id=5c5a39d3-0f9d-4281-a41b-51a08ddd9ccf | Starting task=ingest_all_staging_raw_tables
2026-05-14 13:17:18 | INFO | execution_id=5c5a39d3-0f9d-4281-a41b-51a08ddd9ccf | Finished task=ingest_all_staging_raw_tables with result={'success': False, 'task': 'ingest_Customers', 'error': '(207, b"Invalid column name \'nan\'.DB-Lib error message 20018, severity 16:\\nGeneral SQL Server error: Check messages from the SQL Server\\n")', 'table': 'staging_raw_Customers'}
2026-05-14 13:17:18 | ERROR | execution_id=5c5a39d3-0f9d-4281-a41b-51a08ddd9ccf | Stopping pipeline after failed task=ingest_all_staging_raw_tables
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting dimensional data pipeline for start_date=1996-01-01 and end_date=1998-12-31
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=create_dimensional_database
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=create_dimensional_database with result={'success': True, 'task': 'create_dimensional_database', 'error': None}
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=create_staging_raw_tables
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=create_staging_raw_tables with result={'success': True, 'task': 'create_staging_raw_tables', 'error': None}
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=create_dimensional_tables
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=create_dimensional_tables with result={'success': True, 'task': 'create_dimensional_tables', 'error': None}
2026-05-14 13:20:49 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=ingest_all_staging_raw_tables
2026-05-14 13:20:51 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=ingest_all_staging_raw_tables with result={'success': True, 'task': 'ingest_all_staging_raw_tables'}
2026-05-14 13:20:51 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=update_all_dimensions
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=update_all_dimensions with result={'success': True, 'task': 'update_all_dimensions'}
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=update_fact
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=update_fact with result={'success': True, 'task': 'update_fact', 'error': None}
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Starting task=update_fact_error
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Finished task=update_fact_error with result={'success': True, 'task': 'update_fact_error', 'error': None}
2026-05-14 13:20:52 | INFO | execution_id=69051a1d-0354-4aa3-940c-725dcab5468f | Dimensional data pipeline completed with status=Completed
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting dimensional data pipeline for start_date=1996-01-01 and end_date=1998-12-31
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=create_dimensional_database
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=create_dimensional_database with result={'success': True, 'task': 'create_dimensional_database', 'error': None}
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=create_staging_raw_tables
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=create_staging_raw_tables with result={'success': True, 'task': 'create_staging_raw_tables', 'error': None}
2026-05-16 21:02:22 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=create_dimensional_tables
2026-05-16 21:02:23 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=create_dimensional_tables with result={'success': True, 'task': 'create_dimensional_tables', 'error': None}
2026-05-16 21:02:23 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=ingest_all_staging_raw_tables
2026-05-16 21:02:25 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=ingest_all_staging_raw_tables with result={'success': True, 'task': 'ingest_all_staging_raw_tables'}
2026-05-16 21:02:25 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=update_all_dimensions
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=update_all_dimensions with result={'success': True, 'task': 'update_all_dimensions'}
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=update_fact
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=update_fact with result={'success': True, 'task': 'update_fact', 'error': None}
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Starting task=update_fact_error
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Finished task=update_fact_error with result={'success': True, 'task': 'update_fact_error', 'error': None}
2026-05-16 21:02:26 | INFO | execution_id=7bedd16f-02d9-498c-82dc-a77e3e4acddb | Dimensional data pipeline completed with status=Completed
2026-05-16 21:55:18 | INFO | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Starting dimensional data pipeline for start_date=1996-01-01 and end_date=1998-12-31
2026-05-16 21:55:18 | INFO | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Starting task=ingest_all_staging_raw_tables
2026-05-16 21:55:21 | INFO | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Finished task=ingest_all_staging_raw_tables with result={'success': True, 'task': 'ingest_all_staging_raw_tables'}
2026-05-16 21:55:21 | INFO | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Starting task=update_all_dimensions
2026-05-16 21:55:21 | INFO | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Finished task=update_all_dimensions with result={'success': False, 'task': 'update_dim_categories', 'error': "(50001, b'Dim_SOR does not contain the source table name for DimCategories.DB-Lib error message 20018, severity 16:\\nGeneral SQL Server error: Check messages from the SQL Server\\n')"}
2026-05-16 21:55:21 | ERROR | execution_id=472e6d2f-4d5c-4cfd-a835-a51c117079a6 | Stopping pipeline after failed task=update_all_dimensions
2026-05-16 21:55:41 | INFO | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Starting dimensional data pipeline for start_date=1996-01-01 and end_date=1998-12-31
2026-05-16 21:55:41 | INFO | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Starting task=ingest_all_staging_raw_tables
2026-05-16 21:55:43 | INFO | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Finished task=ingest_all_staging_raw_tables with result={'success': True, 'task': 'ingest_all_staging_raw_tables'}
2026-05-16 21:55:43 | INFO | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Starting task=update_all_dimensions
2026-05-16 21:55:43 | INFO | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Finished task=update_all_dimensions with result={'success': False, 'task': 'update_dim_categories', 'error': "(50001, b'Dim_SOR does not contain the source table name for DimCategories.DB-Lib error message 20018, severity 16:\\nGeneral SQL Server error: Check messages from the SQL Server\\n')"}
2026-05-16 21:55:43 | ERROR | execution_id=a1c046dd-61d0-4d42-a299-61e8588ec45e | Stopping pipeline after failed task=update_all_dimensions
